order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,unit_price
879,88,787,704.0,4,credit_card,2017-03-02 05:05:25,176.0
880,60,870,885.0,5,debit,2017-03-27 20:15:11,177.0
881,41,813,590.0,5,credit_card,2017-03-19 20:09:12,118.0
882,19,746,326.0,2,credit_card,2017-03-21 12:58:07,163.0
883,23,947,624.0,4,debit,2017-03-30 16:11:29,156.0
884,66,721,322.0,2,cash,2017-03-10 10:10:26,161.0
885,93,710,114.0,1,credit_card,2017-03-12 09:14:28,114.0
886,59,841,712.0,4,credit_card,2017-03-28 21:11:18,178.0
887,24,936,280.0,2,cash,2017-03-04 02:14:57,140.0
888,8,880,132.0,1,credit_card,2017-03-11 22:58:48,132.0
889,62,982,480.0,3,cash,2017-03-09 17:17:18,160.0
890,50,857,193.0,1,credit_card,2017-03-13 07:58:13,193.0
891,17,774,352.0,2,debit,2017-03-03 22:39:46,176.0
892,49,875,258.0,2,debit,2017-03-25 03:02:26,129.0
893,81,809,354.0,2,credit_card,2017-03-10 04:01:42,177.0
894,71,713,164.0,1,credit_card,2017-03-13 04:29:30,164.0
895,77,973,468.0,3,debit,2017-03-23 09:42:22,156.0
896,32,934,202.0,2,debit,2017-03-07 10:12:15,101.0
897,43,931,362.0,2,credit_card,2017-03-28 22:22:11,181.0
898,88,709,176.0,1,cash,2017-03-25 08:24:22,176.0
899,24,727,420.0,3,debit,2017-03-26 12:59:12,140.0
900,2,843,188.0,2,credit_card,2017-03-23 21:27:19,94.0
901,62,968,320.0,2,debit,2017-03-09 13:44:58,160.0
902,93,931,228.0,2,cash,2017-03-22 02:40:29,114.0
903,79,929,543.0,3,debit,2017-03-14 03:03:04,181.0
904,45,910,568.0,4,credit_card,2017-03-09 21:30:01,142.0
905,28,806,328.0,2,credit_card,2017-03-15 03:10:18,164.0
906,89,742,588.0,3,cash,2017-03-20 13:55:19,196.0
907,65,972,462.0,3,credit_card,2017-03-06 03:16:27,154.0
908,60,847,531.0,3,debit,2017-03-10 09:17:13,177.0
909,72,727,160.0,1,credit_card,2017-03-11 19:37:17,160.0
910,28,900,164.0,1,credit_card,2017-03-27 11:46:36,164.0
911,39,853,268.0,2,cash,2017-03-20 13:06:27,134.0
912,19,975,326.0,2,debit,2017-03-26 23:06:38,163.0
913,63,800,136.0,1,credit_card,2017-03-12 20:49:23,136.0
914,18,822,312.0,2,cash,2017-03-02 11:36:51,156.0
915,57,735,294.0,2,credit_card,2017-03-20 23:56:13,147.0
916,99,709,195.0,1,cash,2017-03-25 10:26:00,195.0
917,70,918,346.0,2,cash,2017-03-29 05:35:05,173.0
918,86,798,390.0,3,credit_card,2017-03-26 04:25:53,130.0
919,60,852,354.0,2,credit_card,2017-03-01 08:31:35,177.0
920,22,844,292.0,2,credit_card,2017-03-25 13:49:21,146.0
921,51,732,187.0,1,debit,2017-03-07 12:27:43,187.0
922,58,936,552.0,4,credit_card,2017-03-26 14:52:51,138.0
923,41,787,354.0,3,cash,2017-03-08 10:34:22,118.0
924,20,788,254.0,2,debit,2017-03-19 03:52:52,127.0
925,89,953,588.0,3,credit_card,2017-03-03 01:11:19,196.0
926,26,894,528.0,3,credit_card,2017-03-19 13:03:51,176.0
927,70,975,173.0,1,credit_card,2017-03-11 15:45:31,173.0
928,2,878,94.0,1,credit_card,2017-03-10 18:09:05,94.0
929,84,816,306.0,2,cash,2017-03-22 14:50:51,153.0
930,83,732,387.0,3,credit_card,2017-03-03 16:00:59,129.0
931,69,912,131.0,1,cash,2017-03-09 01:39:33,131.0
932,59,786,534.0,3,cash,2017-03-09 11:04:48,178.0
933,1,805,316.0,2,debit,2017-03-14 17:37:33,158.0
934,32,841,202.0,2,cash,2017-03-29 04:13:34,101.0
935,11,821,184.0,1,credit_card,2017-03-28 03:41:17,184.0
936,87,938,149.0,1,cash,2017-03-04 19:32:45,149.0
937,83,992,129.0,1,cash,2017-03-07 21:10:22,129.0
938,27,785,169.0,1,credit_card,2017-03-10 00:46:24,169.0
939,42,808,1056.0,3,credit_card,2017-03-13 23:43:45,352.0
940,2,918,94.0,1,credit_card,2017-03-25 06:10:06,94.0
941,34,844,244.0,2,credit_card,2017-03-02 09:28:44,122.0
942,88,763,352.0,2,cash,2017-03-11 16:37:04,176.0
943,93,915,456.0,4,cash,2017-03-12 07:00:39,114.0
944,76,940,310.0,2,debit,2017-03-26 20:47:18,155.0
945,13,816,320.0,2,cash,2017-03-22 06:54:24,160.0
946,10,999,592.0,4,cash,2017-03-06 20:06:29,148.0
947,34,810,122.0,1,cash,2017-03-13 23:14:38,122.0
948,81,870,354.0,2,cash,2017-03-03 20:28:49,177.0
949,1,930,474.0,3,cash,2017-03-29 22:46:56,158.0
950,27,713,676.0,4,debit,2017-03-22 02:42:47,169.0
951,32,817,202.0,2,cash,2017-03-05 23:56:56,101.0
952,68,762,272.0,2,debit,2017-03-05 13:56:57,136.0
953,77,945,156.0,1,cash,2017-03-17 19:01:53,156.0
954,66,708,644.0,4,credit_card,2017-03-27 04:10:22,161.0
955,37,776,568.0,4,credit_card,2017-03-30 15:39:49,142.0
956,47,925,145.0,1,credit_card,2017-03-08 11:19:01,145.0
957,70,803,346.0,2,debit,2017-03-02 16:45:13,173.0
958,12,842,402.0,2,debit,2017-03-10 21:20:22,201.0
959,14,857,580.0,5,debit,2017-03-21 10:49:29,116.0
960,31,813,387.0,3,debit,2017-03-13 04:53:18,129.0
961,62,773,160.0,1,credit_card,2017-03-02 13:05:58,160.0
962,26,774,352.0,2,cash,2017-03-18 01:42:38,176.0
963,48,759,117.0,1,debit,2017-03-27 06:48:22,117.0
964,45,784,142.0,1,cash,2017-03-11 16:34:05,142.0
965,50,740,386.0,2,debit,2017-03-06 22:23:44,193.0
966,45,861,142.0,1,cash,2017-03-01 18:31:31,142.0
967,99,847,195.0,1,debit,2017-03-17 01:20:48,195.0
968,30,859,153.0,1,cash,2017-03-08 04:28:22,153.0
969,41,869,354.0,3,cash,2017-03-17 00:00:25,118.0
970,75,911,512.0,4,cash,2017-03-24 14:04:03,128.0
971,43,751,181.0,1,credit_card,2017-03-23 04:20:01,181.0
972,9,888,236.0,2,debit,2017-03-05 00:01:01,118.0
973,90,752,178.0,1,cash,2017-03-30 22:04:13,178.0
974,63,849,136.0,1,cash,2017-03-10 10:02:33,136.0
975,20,724,381.0,3,debit,2017-03-03 18:10:02,127.0
976,28,856,492.0,3,credit_card,2017-03-07 19:32:35,164.0
977,25,730,130.0,1,cash,2017-03-01 20:05:48,130.0
978,99,870,390.0,2,credit_card,2017-03-26 06:01:36,195.0
979,90,734,712.0,4,credit_card,2017-03-16 02:09:22,178.0
980,42,744,352.0,1,debit,2017-03-12 13:09:04,352.0
981,61,775,158.0,1,debit,2017-03-17 16:19:55,158.0
982,53,703,336.0,3,debit,2017-03-13 05:05:04,112.0
983,61,770,316.0,2,credit_card,2017-03-03 23:40:40,158.0
984,97,783,486.0,3,credit_card,2017-03-25 11:34:53,162.0
985,82,998,177.0,1,debit,2017-03-04 23:58:13,177.0
986,86,705,130.0,1,cash,2017-03-24 18:11:45,130.0
987,84,884,153.0,1,credit_card,2017-03-16 15:39:20,153.0
988,7,986,112.0,1,debit,2017-03-08 06:16:29,112.0
989,88,785,528.0,3,cash,2017-03-12 17:45:50,176.0
990,92,864,450.0,5,cash,2017-03-28 16:17:44,90.0
991,31,989,258.0,2,debit,2017-03-30 04:34:02,129.0
992,95,862,336.0,2,credit_card,2017-03-25 11:49:52,168.0
993,62,852,160.0,1,debit,2017-03-10 19:38:47,160.0
994,45,771,142.0,1,cash,2017-03-14 18:40:21,142.0
995,89,723,784.0,4,cash,2017-03-05 09:05:23,196.0
996,6,854,187.0,1,credit_card,2017-03-07 01:30:32,187.0
997,7,795,224.0,2,credit_card,2017-03-28 02:59:46,112.0
998,58,785,138.0,1,credit_card,2017-03-27 06:40:12,138.0
999,8,778,396.0,3,credit_card,2017-03-17 15:15:04,132.0
1000,13,701,480.0,3,credit_card,2017-03-27 05:50:09,160.0
1001,47,939,145.0,1,debit,2017-03-30 16:02:29,145.0
1002,24,933,140.0,1,cash,2017-03-26 01:49:47,140.0
1003,47,997,145.0,1,debit,2017-03-23 10:32:06,145.0
1004,10,869,444.0,3,debit,2017-03-15 05:44:25,148.0
1005,94,997,268.0,2,credit_card,2017-03-07 17:03:30,134.0
1006,61,894,158.0,1,debit,2017-03-02 22:21:02,158.0
1007,99,980,390.0,2,credit_card,2017-03-28 06:42:27,195.0
1008,98,816,399.0,3,cash,2017-03-08 17:21:23,133.0
1009,38,791,190.0,1,cash,2017-03-06 09:36:44,190.0
1010,66,932,161.0,1,debit,2017-03-30 07:40:15,161.0
1011,83,817,129.0,1,credit_card,2017-03-12 15:35:16,129.0
1012,53,917,224.0,2,debit,2017-03-15 03:56:19,112.0
1013,23,866,156.0,1,debit,2017-03-03 06:52:06,156.0
1014,91,749,160.0,1,debit,2017-03-17 13:15:12,160.0
1015,76,809,310.0,2,cash,2017-03-04 01:14:49,155.0
1016,23,871,312.0,2,cash,2017-03-02 22:00:10,156.0
1017,35,937,328.0,2,credit_card,2017-03-06 13:15:00,164.0
1018,45,910,284.0,2,credit_card,2017-03-12 21:14:42,142.0
1019,14,880,116.0,1,debit,2017-03-07 13:44:27,116.0
1020,63,730,272.0,2,cash,2017-03-07 15:00:22,136.0
1021,1,715,316.0,2,debit,2017-03-08 10:33:04,158.0
1022,91,758,160.0,1,credit_card,2017-03-06 13:23:22,160.0
1023,13,970,320.0,2,cash,2017-03-21 21:40:12,160.0
1024,79,830,181.0,1,cash,2017-03-20 01:12:32,181.0
1025,66,885,322.0,2,debit,2017-03-30 08:28:06,161.0
1026,84,813,306.0,2,credit_card,2017-03-23 08:43:01,153.0
1027,71,745,492.0,3,debit,2017-03-18 14:25:45,164.0
1028,21,836,142.0,1,credit_card,2017-03-02 09:51:57,142.0
1029,87,711,149.0,1,debit,2017-03-12 17:13:09,149.0
1030,84,944,459.0,3,credit_card,2017-03-21 03:20:04,153.0
1031,18,945,156.0,1,credit_card,2017-03-30 12:49:49,156.0
1032,11,980,552.0,3,credit_card,2017-03-07 01:20:32,184.0
1033,7,782,112.0,1,debit,2017-03-08 05:10:10,112.0
1034,57,829,294.0,2,debit,2017-03-10 14:14:48,147.0
1035,45,731,568.0,4,cash,2017-03-26 01:02:28,142.0
1036,93,744,342.0,3,debit,2017-03-28 19:37:00,114.0
1037,46,729,166.0,1,debit,2017-03-27 05:58:38,166.0
1038,46,807,332.0,2,credit_card,2017-03-13 23:26:41,166.0
1039,2,819,188.0,2,debit,2017-03-26 02:58:34,94.0
1040,98,759,266.0,2,credit_card,2017-03-18 04:32:34,133.0
1041,62,758,320.0,2,debit,2017-03-19 05:24:22,160.0
1042,55,891,513.0,3,cash,2017-03-08 19:16:31,171.0
1043,8,749,132.0,1,cash,2017-03-30 08:43:34,132.0
1044,10,965,444.0,3,debit,2017-03-11 03:24:15,148.0
1045,30,727,459.0,3,debit,2017-03-17 22:48:11,153.0
1046,21,968,426.0,3,cash,2017-03-20 07:47:54,142.0
1047,86,948,260.0,2,cash,2017-03-10 11:14:34,130.0
1048,85,992,344.0,2,credit_card,2017-03-05 17:47:32,172.0
1049,91,889,320.0,2,debit,2017-03-01 13:42:24,160.0
1050,12,708,402.0,2,debit,2017-03-01 01:11:03,201.0
1051,3,994,296.0,2,credit_card,2017-03-08 02:12:34,148.0
1052,21,874,284.0,2,debit,2017-03-07 04:50:55,142.0
1053,93,871,228.0,2,credit_card,2017-03-09 15:37:08,114.0
1054,96,997,306.0,2,debit,2017-03-18 22:36:11,153.0
1055,14,850,116.0,1,cash,2017-03-15 00:54:01,116.0
1056,99,783,195.0,1,debit,2017-03-14 14:12:02,195.0
1057,78,800,153.0,1,debit,2017-03-15 10:16:45,153.0
1058,50,882,386.0,2,debit,2017-03-15 12:59:46,193.0
1059,15,770,306.0,2,credit_card,2017-03-18 19:58:04,153.0
1060,28,966,328.0,2,credit_card,2017-03-23 09:49:17,164.0
1061,59,804,178.0,1,debit,2017-03-17 17:26:42,178.0
1062,39,715,268.0,2,cash,2017-03-23 18:24:35,134.0
1063,95,853,336.0,2,cash,2017-03-21 15:08:30,168.0
1064,44,734,144.0,1,credit_card,2017-03-03 07:48:26,144.0
1065,4,869,256.0,2,cash,2017-03-23 23:29:24,128.0
1066,60,931,177.0,1,cash,2017-03-05 22:10:54,177.0
1067,17,738,176.0,1,credit_card,2017-03-09 02:07:18,176.0
1068,74,920,306.0,2,credit_card,2017-03-27 13:06:33,153.0
1069,91,840,320.0,2,cash,2017-03-05 23:51:58,160.0
1070,88,925,352.0,2,credit_card,2017-03-09 22:01:22,176.0
1071,28,947,328.0,2,debit,2017-03-29 06:09:41,164.0
1072,36,868,260.0,2,debit,2017-03-27 10:03:59,130.0
1073,35,718,164.0,1,debit,2017-03-22 23:43:32,164.0
1074,52,885,292.0,2,cash,2017-03-10 20:03:23,146.0
1075,55,723,342.0,2,credit_card,2017-03-03 05:55:34,171.0
1076,12,961,402.0,2,debit,2017-03-26 18:04:51,201.0
1077,48,772,351.0,3,credit_card,2017-03-19 00:17:00,117.0
1078,93,788,342.0,3,credit_card,2017-03-12 20:04:42,114.0
1079,12,777,402.0,2,credit_card,2017-03-17 11:48:01,201.0
1080,40,833,322.0,2,credit_card,2017-03-21 01:18:52,161.0
1081,54,873,266.0,2,credit_card,2017-03-10 06:42:46,133.0
1082,87,842,298.0,2,credit_card,2017-03-22 20:50:57,149.0
1083,38,890,380.0,2,credit_card,2017-03-27 23:33:50,190.0
1084,14,797,348.0,3,credit_card,2017-03-29 15:48:37,116.0
1085,92,852,180.0,2,cash,2017-03-24 13:44:57,90.0
1086,7,970,224.0,2,debit,2017-03-08 16:54:11,112.0
1087,70,725,346.0,2,cash,2017-03-05 09:17:58,173.0
1088,10,725,444.0,3,cash,2017-03-26 08:24:33,148.0
1089,14,903,232.0,2,cash,2017-03-02 21:58:46,116.0
1090,65,831,462.0,3,debit,2017-03-04 03:51:11,154.0
1091,40,896,322.0,2,credit_card,2017-03-02 11:35:46,161.0
1092,60,764,354.0,2,cash,2017-03-05 08:12:18,177.0
1093,81,744,354.0,2,debit,2017-03-02 20:11:11,177.0
1094,96,882,459.0,3,credit_card,2017-03-17 09:17:10,153.0
1095,82,731,177.0,1,credit_card,2017-03-21 03:36:41,177.0
1096,17,858,176.0,1,credit_card,2017-03-23 02:09:41,176.0
1097,41,934,118.0,1,cash,2017-03-20 15:09:26,118.0
1098,98,912,133.0,1,credit_card,2017-03-07 03:14:54,133.0
1099,65,947,462.0,3,debit,2017-03-27 07:23:13,154.0
1100,80,778,290.0,2,cash,2017-03-15 09:21:41,145.0
1101,90,885,178.0,1,cash,2017-03-05 08:45:35,178.0
1102,83,812,129.0,1,debit,2017-03-06 03:50:27,129.0
1103,15,883,459.0,3,debit,2017-03-06 18:35:18,153.0
1104,81,842,177.0,1,debit,2017-03-17 23:04:12,177.0
1105,42,607,704.0,2,credit_card,2017-03-24 04:00:00,352.0
1106,9,902,118.0,1,debit,2017-03-26 15:14:57,118.0
1107,41,799,118.0,1,credit_card,2017-03-21 22:41:15,118.0
1108,49,933,129.0,1,debit,2017-03-28 01:35:24,129.0
1109,79,782,362.0,2,debit,2017-03-04 00:42:08,181.0
1110,43,748,543.0,3,debit,2017-03-17 15:16:56,181.0
1111,58,818,276.0,2,cash,2017-03-29 11:15:06,138.0
1112,32,840,202.0,2,credit_card,2017-03-21 00:28:18,101.0
1113,48,746,234.0,2,credit_card,2017-03-09 01:46:38,117.0
1114,87,924,149.0,1,debit,2017-03-11 11:11:35,149.0
1115,21,768,142.0,1,credit_card,2017-03-07 19:35:55,142.0
1116,52,815,584.0,4,cash,2017-03-01 00:31:04,146.0
1117,40,937,322.0,2,credit_card,2017-03-17 19:30:55,161.0
1118,58,961,276.0,2,credit_card,2017-03-02 02:55:47,138.0
1119,9,989,354.0,3,debit,2017-03-28 20:34:39,118.0
1120,96,709,153.0,1,credit_card,2017-03-15 03:00:05,153.0
1121,30,802,153.0,1,debit,2017-03-22 02:22:19,153.0
1122,49,767,516.0,4,credit_card,2017-03-21 22:37:51,129.0
1123,33,820,519.0,3,cash,2017-03-22 12:52:36,173.0
1124,29,911,815.0,5,credit_card,2017-03-26 00:53:49,163.0
1125,52,994,730.0,5,credit_card,2017-03-07 06:54:05,146.0
1126,99,975,195.0,1,cash,2017-03-15 13:15:44,195.0
1127,41,773,354.0,3,cash,2017-03-23 18:38:13,118.0
1128,80,717,290.0,2,debit,2017-03-02 02:47:59,145.0
1129,73,981,330.0,2,debit,2017-03-07 14:23:35,165.0
1130,17,733,528.0,3,credit_card,2017-03-12 12:25:51,176.0
1131,28,930,328.0,2,debit,2017-03-23 17:04:37,164.0
1132,94,822,402.0,3,credit_card,2017-03-26 14:51:01,134.0
1133,81,766,354.0,2,cash,2017-03-07 15:43:40,177.0
1134,71,828,492.0,3,debit,2017-03-10 15:28:43,164.0
1135,53,753,224.0,2,cash,2017-03-29 00:18:19,112.0
1136,16,727,312.0,2,debit,2017-03-05 00:41:37,156.0
1137,32,726,101.0,1,cash,2017-03-15 11:45:55,101.0
1138,48,966,117.0,1,credit_card,2017-03-04 07:41:15,117.0
1139,70,745,346.0,2,credit_card,2017-03-18 06:34:56,173.0
1140,73,703,165.0,1,debit,2017-03-18 07:55:36,165.0
1141,64,876,399.0,3,cash,2017-03-27 03:32:50,133.0
1142,19,874,163.0,1,cash,2017-03-03 05:27:23,163.0
1143,45,718,284.0,2,credit_card,2017-03-24 16:20:45,142.0
1144,3,946,296.0,2,debit,2017-03-01 10:00:06,148.0
1145,80,753,290.0,2,credit_card,2017-03-06 17:29:40,145.0
1146,76,925,310.0,2,cash,2017-03-10 11:40:01,155.0
1147,81,861,531.0,3,credit_card,2017-03-13 19:36:43,177.0
1148,46,712,166.0,1,credit_card,2017-03-28 23:57:54,166.0
1149,2,962,282.0,3,debit,2017-03-24 15:08:19,94.0
1150,13,722,320.0,2,debit,2017-03-20 11:30:35,160.0
1151,82,853,885.0,5,debit,2017-03-24 20:47:47,177.0
1152,90,737,712.0,4,debit,2017-03-27 13:35:10,178.0
1153,96,985,459.0,3,cash,2017-03-07 22:53:13,153.0
1154,97,923,324.0,2,cash,2017-03-11 01:04:37,162.0
1155,2,970,188.0,2,credit_card,2017-03-21 10:32:37,94.0
1156,12,860,201.0,1,debit,2017-03-23 11:31:40,201.0
1157,22,991,146.0,1,debit,2017-03-21 01:42:20,146.0
1158,88,959,352.0,2,credit_card,2017-03-11 05:56:38,176.0
1159,24,786,420.0,3,credit_card,2017-03-08 12:51:58,140.0
1160,86,846,390.0,3,debit,2017-03-18 05:30:41,130.0
1161,65,701,308.0,2,credit_card,2017-03-09 20:33:43,154.0
1162,79,893,362.0,2,credit_card,2017-03-14 09:40:21,181.0
1163,17,974,176.0,1,debit,2017-03-22 22:16:49,176.0
1164,71,829,164.0,1,cash,2017-03-01 14:49:33,164.0
1165,41,854,118.0,1,credit_card,2017-03-15 21:34:30,118.0
1166,52,712,292.0,2,credit_card,2017-03-03 22:27:08,146.0
1167,86,786,260.0,2,debit,2017-03-02 05:24:44,130.0
1168,1,738,158.0,1,debit,2017-03-16 00:21:56,158.0
1169,81,868,354.0,2,debit,2017-03-25 06:06:08,177.0
1170,97,948,162.0,1,credit_card,2017-03-25 07:03:05,162.0
1171,53,888,112.0,1,debit,2017-03-13 11:28:29,112.0
1172,21,921,426.0,3,cash,2017-03-03 22:16:14,142.0
1173,43,708,181.0,1,debit,2017-03-11 01:30:15,181.0
1174,40,996,322.0,2,credit_card,2017-03-16 21:31:03,161.0
1175,70,720,346.0,2,credit_card,2017-03-12 18:27:27,173.0
1176,46,839,498.0,3,credit_card,2017-03-21 18:59:04,166.0
1177,11,831,552.0,3,credit_card,2017-03-23 20:03:15,184.0
1178,90,828,356.0,2,cash,2017-03-08 21:38:19,178.0
1179,91,922,160.0,1,credit_card,2017-03-29 02:59:53,160.0
1180,80,792,145.0,1,cash,2017-03-27 08:49:15,145.0
1181,89,975,588.0,3,debit,2017-03-29 14:28:17,196.0
1182,45,838,142.0,1,cash,2017-03-01 21:51:55,142.0
1183,22,830,438.0,3,cash,2017-03-09 02:33:23,146.0
1184,55,969,513.0,3,debit,2017-03-09 15:08:08,171.0
1185,40,962,161.0,1,debit,2017-03-04 04:17:54,161.0
1186,84,979,459.0,3,debit,2017-03-17 03:42:45,153.0
1187,95,927,336.0,2,cash,2017-03-02 01:32:38,168.0
1188,55,843,171.0,1,credit_card,2017-03-28 15:04:38,171.0
1189,86,857,260.0,2,debit,2017-03-01 03:47:30,130.0
1190,41,750,118.0,1,credit_card,2017-03-27 10:39:02,118.0
1191,1,734,316.0,2,debit,2017-03-03 03:40:15,158.0
1192,64,875,133.0,1,cash,2017-03-19 01:50:39,133.0
1193,89,838,196.0,1,credit_card,2017-03-11 18:04:06,196.0
1194,78,944,153.0,1,debit,2017-03-16 16:38:26,153.0
1195,12,950,201.0,1,debit,2017-03-07 16:21:52,201.0
1196,56,800,234.0,2,debit,2017-03-11 21:47:06,117.0
1197,88,837,176.0,1,debit,2017-03-22 03:54:51,176.0
1198,3,998,296.0,2,debit,2017-03-27 16:50:39,148.0
1199,22,802,438.0,3,cash,2017-03-11 01:36:17,146.0
1200,45,880,142.0,1,cash,2017-03-20 21:59:08,142.0
1201,77,992,312.0,2,credit_card,2017-03-24 15:38:51,156.0
1202,4,929,384.0,3,debit,2017-03-30 14:58:19,128.0
1203,18,914,312.0,2,credit_card,2017-03-01 21:04:13,156.0
1204,54,792,133.0,1,debit,2017-03-02 08:48:46,133.0
1205,78,970,153.0,1,credit_card,2017-03-17 22:32:21,153.0
1206,83,891,258.0,2,cash,2017-03-23 04:06:09,129.0
1207,12,721,402.0,2,debit,2017-03-19 13:15:17,201.0
1208,77,944,156.0,1,credit_card,2017-03-09 04:14:27,156.0
1209,99,815,585.0,3,debit,2017-03-04 13:48:42,195.0
1210,10,897,444.0,3,credit_card,2017-03-25 14:09:00,148.0
1211,100,765,111.0,1,debit,2017-03-30 08:31:13,111.0
1212,75,859,256.0,2,cash,2017-03-13 19:33:10,128.0
1213,10,836,444.0,3,credit_card,2017-03-02 17:32:30,148.0
1214,68,882,272.0,2,debit,2017-03-29 14:18:57,136.0
1215,7,793,224.0,2,debit,2017-03-30 01:57:56,112.0
1216,14,765,116.0,1,debit,2017-03-24 04:56:26,116.0
1217,85,703,344.0,2,credit_card,2017-03-06 03:21:03,172.0
1218,82,759,708.0,4,debit,2017-03-01 05:38:36,177.0
1219,41,834,236.0,2,credit_card,2017-03-14 23:07:07,118.0
1220,22,756,438.0,3,credit_card,2017-03-13 20:34:05,146.0
1221,32,778,101.0,1,credit_card,2017-03-10 06:00:03,101.0
1222,64,733,133.0,1,credit_card,2017-03-16 09:11:50,133.0
1223,67,767,131.0,1,credit_card,2017-03-25 16:02:18,131.0
1224,22,905,292.0,2,cash,2017-03-13 11:46:45,146.0
1225,57,891,294.0,2,credit_card,2017-03-17 01:07:09,147.0
1226,48,784,234.0,2,credit_card,2017-03-27 16:28:23,117.0
1227,84,947,153.0,1,debit,2017-03-29 04:07:07,153.0
1228,44,921,288.0,2,credit_card,2017-03-28 13:44:28,144.0
1229,2,921,94.0,1,cash,2017-03-10 23:37:03,94.0
1230,37,802,284.0,2,debit,2017-03-30 19:29:16,142.0
1231,25,873,130.0,1,debit,2017-03-21 15:08:39,130.0
1232,54,723,133.0,1,debit,2017-03-28 04:39:06,133.0
1233,66,981,161.0,1,cash,2017-03-30 17:30:43,161.0
1234,68,931,272.0,2,debit,2017-03-07 03:41:57,136.0
1235,36,993,260.0,2,debit,2017-03-26 08:42:29,130.0
1236,25,823,130.0,1,debit,2017-03-28 05:12:57,130.0
1237,23,803,156.0,1,cash,2017-03-08 04:19:51,156.0
1238,14,972,348.0,3,debit,2017-03-05 09:50:58,116.0
1239,64,917,266.0,2,debit,2017-03-14 14:15:26,133.0
1240,71,985,328.0,2,credit_card,2017-03-09 12:53:40,164.0
1241,20,953,127.0,1,cash,2017-03-24 10:12:16,127.0
1242,82,723,354.0,2,credit_card,2017-03-22 01:05:21,177.0
1243,71,938,164.0,1,debit,2017-03-30 04:50:45,164.0
1244,94,920,134.0,1,cash,2017-03-09 10:46:09,134.0
1245,23,999,312.0,2,debit,2017-03-17 11:37:49,156.0
1246,16,762,156.0,1,cash,2017-03-15 09:00:37,156.0
1247,10,763,296.0,2,debit,2017-03-26 08:47:44,148.0
1248,89,722,196.0,1,cash,2017-03-29 05:07:53,196.0
1249,76,883,155.0,1,cash,2017-03-25 02:01:16,155.0
1250,24,861,420.0,3,debit,2017-03-06 23:01:27,140.0
1251,50,959,386.0,2,cash,2017-03-30 19:44:29,193.0
1252,95,995,504.0,3,cash,2017-03-26 02:36:07,168.0
1253,52,784,146.0,1,cash,2017-03-26 06:08:18,146.0
1254,68,930,272.0,2,debit,2017-03-15 20:51:16,136.0
1255,11,753,368.0,2,cash,2017-03-04 19:53:32,184.0
1256,95,972,168.0,1,cash,2017-03-04 01:25:35,168.0
1257,6,942,935.0,5,credit_card,2017-03-12 19:49:08,187.0
1258,70,934,173.0,1,credit_card,2017-03-07 13:25:09,173.0
1259,38,725,190.0,1,debit,2017-03-15 09:57:07,190.0
1260,78,775,459.0,3,credit_card,2017-03-27 09:27:20,153.0
1261,69,819,262.0,2,credit_card,2017-03-01 08:23:38,131.0
1262,73,791,330.0,2,debit,2017-03-25 17:44:34,165.0
1263,5,791,142.0,1,credit_card,2017-03-03 04:12:51,142.0
1264,56,941,234.0,2,debit,2017-03-21 12:02:31,117.0
1265,57,715,294.0,2,debit,2017-03-01 02:31:42,147.0
1266,30,971,153.0,1,credit_card,2017-03-02 10:05:23,153.0
1267,22,718,146.0,1,cash,2017-03-11 10:34:31,146.0
1268,80,798,290.0,2,credit_card,2017-03-01 00:19:31,145.0
1269,59,771,356.0,2,debit,2017-03-11 12:45:35,178.0
1270,67,992,524.0,4,credit_card,2017-03-12 11:43:24,131.0
1271,57,743,294.0,2,cash,2017-03-01 05:37:40,147.0
1272,36,824,260.0,2,cash,2017-03-05 08:29:27,130.0
1273,99,977,195.0,1,credit_card,2017-03-03 20:19:16,195.0
1274,20,809,254.0,2,debit,2017-03-20 00:14:54,127.0
1275,32,861,101.0,1,credit_card,2017-03-26 04:34:51,101.0
1276,54,946,133.0,1,debit,2017-03-04 16:36:09,133.0
1277,2,818,94.0,1,credit_card,2017-03-09 03:36:22,94.0
1278,70,714,173.0,1,cash,2017-03-18 06:53:43,173.0
1279,70,766,346.0,2,credit_card,2017-03-15 20:05:22,173.0
1280,92,871,180.0,2,cash,2017-03-26 16:56:19,90.0
1281,57,980,147.0,1,credit_card,2017-03-04 19:29:56,147.0
1282,82,871,177.0,1,cash,2017-03-26 23:37:08,177.0
1283,99,936,195.0,1,debit,2017-03-07 20:24:39,195.0
1284,32,909,202.0,2,debit,2017-03-01 21:33:37,101.0
1285,98,981,266.0,2,cash,2017-03-27 10:59:30,133.0
1286,88,941,528.0,3,cash,2017-03-28 19:23:09,176.0
1287,91,774,160.0,1,debit,2017-03-20 01:49:18,160.0
1288,93,959,114.0,1,cash,2017-03-07 02:17:46,114.0
1289,32,901,101.0,1,cash,2017-03-27 17:51:07,101.0
1290,63,895,272.0,2,cash,2017-03-22 23:13:08,136.0
1291,1,711,316.0,2,cash,2017-03-07 20:01:45,158.0
1292,18,945,468.0,3,credit_card,2017-03-13 14:18:07,156.0
1293,81,727,177.0,1,cash,2017-03-16 07:46:22,177.0
1294,29,993,326.0,2,credit_card,2017-03-01 16:56:21,163.0
1295,96,991,153.0,1,credit_card,2017-03-06 12:44:57,153.0
